,Jobs,Application Links,Location,Post Date,Closed Date,Status
0,Design Intern (Summer 2021),https://corp.roblox.com/careers/listing/?gh_jid=2316867,san-mateo-ca,24 days ago,As soon as possible,Open
1,Product Management Intern (Summer 2021),https://corp.roblox.com/careers/listing/?gh_jid=2312837,san-mateo-ca,93 days ago,As soon as possible,Open
2,Software Engineer - New Grad (Summer 2021),https://corp.roblox.com/careers/listing/?gh_jid=2322821,san-mateo-ca,168 days ago,As soon as possible,Open
